shard_id,storage_location,link_url,allocated_size
SHARD-9af36d43-d22f-4306-b0cb-2ba5bac2a110,s3://bucket/block_43743,url_43743,39 GB
SHARD-20590c4b-f235-4449-a83f-e76bf55178dc,s3://bucket/block_43744,url_43744,3 GB
SHARD-c5d85572-63e3-408a-b01f-98fac22c6db5,s3://bucket/block_43745,url_43745,77 GB
SHARD-c003c735-8550-4b04-8bd3-9fe2801109e1,s3://bucket/block_43746,url_43746,9 GB
SHARD-c3a9c5cd-ecb0-48bf-8061-c4255d640321,s3://bucket/block_43747,url_43747,53 GB
SHARD-83498d82-536d-415d-aaff-6defeb9d7a10,s3://bucket/block_43748,url_43748,53 GB
SHARD-53196c91-6797-4e48-ab3a-bc73fa8fe8a6,s3://bucket/block_43749,url_43749,40 GB
SHARD-ef5e97b4-579d-4343-a18f-ffabfbfb6ba4,s3://bucket/block_43750,url_43750,40 GB
SHARD-fd022bd6-46e3-465c-8757-f4634d7f3472,s3://bucket/block_43751,url_43751,82 GB
SHARD-43a6a48a-3133-4d47-8bcd-26eba2232b3a,s3://bucket/block_43752,url_43752,64 GB
SHARD-c3c2fcfb-1088-4392-9e07-e3d10e09fccc,s3://bucket/block_43753,url_43753,31 GB
SHARD-36c694ce-ee84-44cd-ae97-7f3573b15e0b,s3://bucket/block_43754,url_43754,86 GB
SHARD-5c81e6c5-1877-4cfd-b00c-ca9c27b4f951,s3://bucket/block_43755,url_43755,27 GB
SHARD-c1fcc54c-bee3-416f-b708-697c67399b57,s3://bucket/block_43756,url_43756,13 GB
SHARD-2a9f97a3-b562-400e-99bc-e220c2d9292a,s3://bucket/block_43757,url_43757,72 GB
SHARD-4c22cc65-ccf7-435e-9af7-af03a9c9b794,s3://bucket/block_43758,url_43758,68 GB
SHARD-008ba3a0-acab-4b79-8481-c3f7d5b6dea1,s3://bucket/block_43759,url_43759,77 GB
SHARD-ba915d88-917e-4652-864f-39ac4444fc3f,s3://bucket/block_43760,url_43760,91 GB
SHARD-5339e73e-0960-4c98-9125-cc09148b5f01,s3://bucket/block_43761,url_43761,72 GB
SHARD-0d45363d-9a04-40e1-9582-859c97e9d4f3,s3://bucket/block_43762,url_43762,77 GB
SHARD-2380b38c-46b3-4c55-b5e7-1abdf81fcfd4,s3://bucket/block_43763,url_43763,88 GB
SHARD-46203b6f-0612-4a76-87c5-0aa6f90e1420,s3://bucket/block_43764,url_43764,32 GB
SHARD-81c6efc7-dd2e-4733-9515-d29048acc549,s3://bucket/block_43765,url_43765,18 GB
SHARD-3361fd4b-d8f3-46c0-8863-d76f3f9cafcc,s3://bucket/block_43766,url_43766,29 GB
SHARD-83ff3315-439d-4db7-8772-99ee72e6449d,s3://bucket/block_43767,url_43767,35 GB
SHARD-dfa8b9f0-a422-40e1-aa0f-971d6f5bb2e1,s3://bucket/block_43768,url_43768,40 GB
SHARD-372cc72e-26b4-42cf-a499-4b32bc91f2ba,s3://bucket/block_43769,url_43769,86 GB
SHARD-e830028c-0c6e-421c-8132-86b579aa9d00,s3://bucket/block_43770,url_43770,91 GB
SHARD-fd65f42f-e241-4e62-84d4-a713bbc1cf14,s3://bucket/block_43771,url_43771,67 GB
SHARD-b401fed2-0ce8-4e96-8a51-10c7c34486c0,s3://bucket/block_43772,url_43772,95 GB
SHARD-b303b0f0-4c8a-4468-b37e-fe167bb4b3cc,s3://bucket/block_43773,url_43773,40 GB
SHARD-4687f942-f0d7-4cba-bcde-85fc9201dd07,s3://bucket/block_43774,url_43774,83 GB
SHARD-4fd0155a-3a3f-4230-8a74-05c498a339a6,s3://bucket/block_43775,url_43775,54 GB
SHARD-e9a330a8-1e2b-49a5-b7d4-a4ba808f9fd0,s3://bucket/block_43776,url_43776,65 GB
SHARD-db4f8e19-29d2-473b-9265-36de0405bd3a,s3://bucket/block_43777,url_43777,46 GB
SHARD-a5703377-7133-476d-8d9a-e2e741b4c4b8,s3://bucket/block_43778,url_43778,90 GB
SHARD-e5519ecc-05a1-48a2-af5a-b6586c3dfbb9,s3://bucket/block_43779,url_43779,47 GB
SHARD-9cbd0fcf-d831-4bb2-9a1c-cad503bd797a,s3://bucket/block_43780,url_43780,71 GB
SHARD-7f6e3538-c748-49a6-acb4-588094f5d2f4,s3://bucket/block_43781,url_43781,36 GB
SHARD-f7f4c81c-3380-40b6-bc6b-6d20e0c19b6a,s3://bucket/block_43782,url_43782,43 GB
SHARD-10092874-c7bb-4c78-88f1-53b895ca36cc,s3://bucket/block_43783,url_43783,75 GB
SHARD-add02cfd-da39-4dd8-8519-72d49e6eb84d,s3://bucket/block_43784,url_43784,77 GB
SHARD-31595949-db9a-478b-9bd9-73a97b3bcc8f,s3://bucket/block_43785,url_43785,92 GB
SHARD-c9a90bb9-1b0b-4d31-94e2-2f1e6e802fe6,s3://bucket/block_43786,url_43786,23 GB
SHARD-8cdffe87-66bd-41f4-a58a-daecdd153f6b,s3://bucket/block_43787,url_43787,46 GB
SHARD-733badf7-d40b-477f-b905-42d2db5f5cc6,s3://bucket/block_43788,url_43788,60 GB
SHARD-4abc1847-0650-4370-bda3-57009b472463,s3://bucket/block_43789,url_43789,16 GB
SHARD-b9fe6cf7-258f-45a1-ad61-8c5b382d86df,s3://bucket/block_43790,url_43790,96 GB
SHARD-f9eaf4f3-1b8a-48cf-9869-8f33fec18100,s3://bucket/block_43791,url_43791,66 GB
SHARD-01b0c481-396e-41e5-b555-3c6be084ab99,s3://bucket/block_43792,url_43792,67 GB
SHARD-e002a5a7-cfa1-4f33-af8e-7fe739cd88f0,s3://bucket/block_43793,url_43793,1 GB
SHARD-ecf79719-a799-4bcb-af7d-98d2e2aa27dd,s3://bucket/block_43794,url_43794,4 GB
SHARD-d7d76219-eea9-498f-b5e5-6694f97e432a,s3://bucket/block_43795,url_43795,38 GB
SHARD-89ec6f61-5d92-4b1b-9a0b-ee22b7d052c8,s3://bucket/block_43796,url_43796,65 GB
SHARD-786ca30e-72e3-4fd1-be2c-1412d38c39bf,s3://bucket/block_43797,url_43797,62 GB
SHARD-1147c96a-b105-4a28-8846-9ae726c0cfc7,s3://bucket/block_43798,url_43798,27 GB
SHARD-0a6b8697-4e3d-492b-adb7-f92942529c6e,s3://bucket/block_43799,url_43799,71 GB
SHARD-57ab474b-f613-49ca-8c98-81957aa63e2d,s3://bucket/block_43800,url_43800,10 GB
SHARD-0ec8af7d-90fd-40fb-a52f-5dd0c0074e19,s3://bucket/block_43801,url_43801,45 GB
SHARD-d7e3d704-fa70-427f-99b1-ab16f381fbcc,s3://bucket/block_43802,url_43802,51 GB
SHARD-271075bf-3c6d-4d6f-b47f-be8bbefb6736,s3://bucket/block_43803,url_43803,18 GB
SHARD-4f6887d9-eb22-493a-9ed8-340f6d3ca773,s3://bucket/block_43804,url_43804,84 GB
SHARD-f5580515-e93a-4656-bee8-08a5f3219544,s3://bucket/block_43805,url_43805,56 GB
SHARD-fef9caa3-6d4f-439b-928d-e8f8f394a54f,s3://bucket/block_43806,url_43806,16 GB
SHARD-2f01604d-f1c3-4a74-a240-6b742f6b6816,s3://bucket/block_43807,url_43807,72 GB
SHARD-2b787408-2977-413b-8e2f-dea39e6ddc82,s3://bucket/block_43808,url_43808,34 GB
SHARD-b005de18-1656-4e14-b4eb-20fb0652d202,s3://bucket/block_43809,url_43809,71 GB
SHARD-6b2ac161-408b-42f9-a99e-20a5cfb16f46,s3://bucket/block_43810,url_43810,85 GB
SHARD-87258888-ca4b-496f-aa6a-faf172c34dd8,s3://bucket/block_43811,url_43811,30 GB
SHARD-f544eb2d-aece-4d1a-b0f2-81205daa1055,s3://bucket/block_43812,url_43812,96 GB
SHARD-28ec9c50-3186-427b-a04e-3db629fb39c8,s3://bucket/block_43813,url_43813,49 GB
SHARD-ba4973ca-5c0c-48f9-b272-786c41d5544e,s3://bucket/block_43814,url_43814,69 GB
SHARD-c6cac788-8398-4fbf-9381-c4837815ebf6,s3://bucket/block_43815,url_43815,20 GB
SHARD-2934f15c-b6d7-4c38-9c85-290a1c07c86b,s3://bucket/block_43816,url_43816,45 GB
SHARD-9cb06d40-4699-46b2-b2e7-46c2654257fb,s3://bucket/block_43817,url_43817,85 GB
SHARD-5ff82708-40b0-4dd2-8a58-e250ebe0c296,s3://bucket/block_43818,url_43818,45 GB
SHARD-ca581965-31c5-443b-a867-44e37d91f1f5,s3://bucket/block_43819,url_43819,100 GB
SHARD-c2747a04-3a0c-4a7f-95e8-25c0e8c0764e,s3://bucket/block_43820,url_43820,12 GB
SHARD-b5d499d6-774d-4cba-b9a6-50c78df81cd4,s3://bucket/block_43821,url_43821,86 GB
SHARD-5b559643-5b4f-4bdf-8a15-40705098b402,s3://bucket/block_43822,url_43822,48 GB
SHARD-839a86e1-753c-4a6c-bfa4-b376a53d34a5,s3://bucket/block_43823,url_43823,79 GB
SHARD-7cd3014b-edbf-44b2-b920-d0ebe9e02a46,s3://bucket/block_43824,url_43824,54 GB
SHARD-413c6207-2d52-4214-b875-0311278750b9,s3://bucket/block_43825,url_43825,40 GB
SHARD-8413d70a-d6da-461e-b3e7-db93c2de9bab,s3://bucket/block_43826,url_43826,79 GB
SHARD-a271b887-045d-4529-9b4d-0e58a19d4e18,s3://bucket/block_43827,url_43827,51 GB
SHARD-b7633122-c9d9-48c7-a82f-e2cc8b3bab6f,s3://bucket/block_43828,url_43828,1 GB
SHARD-d8d5d716-e950-4069-aa62-7e67228dce2a,s3://bucket/block_43829,url_43829,82 GB
SHARD-47e4b4a9-cc46-4cde-99f5-5f375998e855,s3://bucket/block_43830,url_43830,22 GB
SHARD-70275cee-1510-4810-b81b-d34330dc4364,s3://bucket/block_43831,url_43831,5 GB
SHARD-a4ba06c8-400c-4077-a825-36948db27d84,s3://bucket/block_43832,url_43832,5 GB
SHARD-c18928c5-811d-41fb-8091-3acc49c12f95,s3://bucket/block_43833,url_43833,17 GB
SHARD-e5df8d0f-a53c-4416-a6e9-450aefe224ca,s3://bucket/block_43834,url_43834,26 GB
SHARD-45fd0c7e-9245-4c86-a081-027bf5538961,s3://bucket/block_43835,url_43835,22 GB
SHARD-2e19c9a9-3de7-4030-be3f-55ad1fbfe2b8,s3://bucket/block_43836,url_43836,33 GB
SHARD-874e6777-b8ae-44e5-bceb-a0a9314f5930,s3://bucket/block_43837,url_43837,21 GB
SHARD-cdb1ad52-5a8c-47e6-8cfa-5925cdbff058,s3://bucket/block_43838,url_43838,72 GB
SHARD-1438cc6e-9fe2-4185-9fb2-a7bd07b26674,s3://bucket/block_43839,url_43839,70 GB
SHARD-dd6676cd-042f-4511-8fdb-74bd05d47160,s3://bucket/block_43840,url_43840,52 GB
SHARD-82e517e4-016c-47b7-a724-5bb7fd138a12,s3://bucket/block_43841,url_43841,97 GB
SHARD-76619bc7-4b1d-45c1-9e7c-e9145a441ce0,s3://bucket/block_43842,url_43842,81 GB
SHARD-adf78293-5078-4960-8115-0c810b47bb3a,s3://bucket/block_43843,url_43843,84 GB
SHARD-2f74525c-2692-4ff9-ba86-713881875015,s3://bucket/block_43844,url_43844,88 GB
SHARD-b1ee7c5f-f509-4e1c-bec5-565a7c2ee056,s3://bucket/block_43845,url_43845,77 GB
SHARD-8d07a132-8c9e-4aab-a990-569454b23a06,s3://bucket/block_43846,url_43846,20 GB
SHARD-383dae9e-af06-4169-9462-2e47ab7557f9,s3://bucket/block_43847,url_43847,42 GB
SHARD-3f9c97db-b8a9-425a-b7cc-b6ac110d90a5,s3://bucket/block_43848,url_43848,36 GB
SHARD-1a9ba3de-ac9a-4bc7-a817-724f525f54af,s3://bucket/block_43849,url_43849,5 GB
SHARD-0db67d6f-6423-4d3d-9b63-275772ff5b17,s3://bucket/block_43850,url_43850,91 GB
SHARD-39fe68fd-4a41-495a-a91c-71134b6ef44e,s3://bucket/block_43851,url_43851,55 GB
SHARD-2613bb34-5fa4-48de-a092-6b3137441820,s3://bucket/block_43852,url_43852,81 GB
SHARD-af866c2f-9ac7-4e16-a51a-f7c1fd3c3e99,s3://bucket/block_43853,url_43853,28 GB
SHARD-5359565b-1387-4066-aecf-09a95d7cb162,s3://bucket/block_43854,url_43854,97 GB
SHARD-9124570d-f9c4-46c8-b5a1-600225faeb03,s3://bucket/block_43855,url_43855,89 GB
SHARD-d38d234f-f085-4f55-9488-f6b3a64403c2,s3://bucket/block_43856,url_43856,48 GB
SHARD-c2ca09e9-491d-412b-a6c3-7a7324db42de,s3://bucket/block_43857,url_43857,60 GB
SHARD-7e83ccee-6e5c-4b6e-952e-6590f63f2beb,s3://bucket/block_43858,url_43858,42 GB
SHARD-075090e7-6b5a-4c8d-8ed9-d4ec08d8be02,s3://bucket/block_43859,url_43859,38 GB
SHARD-0d53c301-f3e8-4da0-8e53-f56cbd2fcdfc,s3://bucket/block_43860,url_43860,75 GB
SHARD-85fb0211-02fd-443e-9957-b8f87956151b,s3://bucket/block_43861,url_43861,90 GB
SHARD-74786164-2ad6-4811-9f12-d23b30250d18,s3://bucket/block_43862,url_43862,2 GB
SHARD-a31f1cef-7dc9-44cf-89ed-f9cc30acd4c6,s3://bucket/block_43863,url_43863,3 GB
SHARD-539d0b72-7a13-49f9-8018-4e2979ec58c1,s3://bucket/block_43864,url_43864,62 GB
SHARD-ef17632b-5afe-443c-acc1-66653595aa68,s3://bucket/block_43865,url_43865,22 GB
SHARD-1426d7d9-b37e-439f-912b-cf67cf33ef88,s3://bucket/block_43866,url_43866,86 GB
SHARD-599566e4-9020-4ff9-a05c-60b39c2ea07d,s3://bucket/block_43867,url_43867,69 GB
SHARD-fb72856a-86a7-453e-a5c3-20afc339412d,s3://bucket/block_43868,url_43868,85 GB
SHARD-6bb06a6d-d474-40d9-b2de-45fb392a334f,s3://bucket/block_43869,url_43869,52 GB
SHARD-90ce4fd2-ba7e-4671-826f-ff6145a1be7a,s3://bucket/block_43870,url_43870,34 GB
SHARD-27a44863-1f9b-41a0-9923-c9f73c5a4571,s3://bucket/block_43871,url_43871,53 GB
SHARD-a470e1bf-ec60-498e-92ae-60e5a541f052,s3://bucket/block_43872,url_43872,44 GB
SHARD-30a62daa-ff4a-4a88-a8fb-cfa3178848c3,s3://bucket/block_43873,url_43873,48 GB
SHARD-8247f7e7-8618-4b83-9ab5-f4e1bb0895d5,s3://bucket/block_43874,url_43874,38 GB
SHARD-86bc961b-e9fb-46c7-9d8d-26df5b67fe20,s3://bucket/block_43875,url_43875,76 GB
SHARD-ba0a80f3-3408-4832-be1b-572c5b312712,s3://bucket/block_43876,url_43876,15 GB
SHARD-bd306784-291d-403f-bdf7-629326b39a63,s3://bucket/block_43877,url_43877,89 GB
SHARD-1f663b12-8a3e-4269-ab4d-8ca4d4bfca99,s3://bucket/block_43878,url_43878,40 GB
SHARD-0b17a400-d686-4a7a-a76d-f9bea98c4a29,s3://bucket/block_43879,url_43879,43 GB
SHARD-33bf05f7-9cf1-4287-87a6-1b84e3bd567f,s3://bucket/block_43880,url_43880,66 GB
SHARD-4c041a59-d92d-45e3-bf53-6a1ea39f6b8d,s3://bucket/block_43881,url_43881,99 GB
SHARD-b4a69875-cda3-493f-8c6a-ec0e39271c97,s3://bucket/block_43882,url_43882,9 GB
SHARD-0fc38daa-b8d5-45e3-8e47-2d2d7d41a085,s3://bucket/block_43883,url_43883,65 GB
SHARD-504c72c8-e590-4ee7-81fa-9e191cc54902,s3://bucket/block_43884,url_43884,65 GB
SHARD-ba10f73b-6fe5-4693-a613-21c0235e357f,s3://bucket/block_43885,url_43885,57 GB
SHARD-4a56e730-6af4-4919-aa40-ced2f1d0a42e,s3://bucket/block_43886,url_43886,93 GB
SHARD-e7d44f69-3849-4cf7-b3f5-a068b2c35210,s3://bucket/block_43887,url_43887,95 GB
SHARD-a2df0770-0f08-4d7a-acba-2ac80e46574e,s3://bucket/block_43888,url_43888,52 GB
SHARD-cfd7825e-1dc0-4d3e-b396-2be08087cd91,s3://bucket/block_43889,url_43889,95 GB
SHARD-1ebfd98e-eb5d-4c70-8f14-d2f99a7ecfde,s3://bucket/block_43890,url_43890,33 GB
SHARD-ef4a7557-aea6-41f4-88b6-32f95a3dca37,s3://bucket/block_43891,url_43891,38 GB
SHARD-8a9e6726-6e3d-4936-b549-cc6a3f52bc30,s3://bucket/block_43892,url_43892,22 GB
SHARD-e71d89a7-30cc-4e4a-83ac-c3342209f6dd,s3://bucket/block_43893,url_43893,95 GB
SHARD-8d79c359-73f9-4212-8199-7779897a162d,s3://bucket/block_43894,url_43894,10 GB
SHARD-81dfce0d-06df-4a89-a79d-8f489e3bc16d,s3://bucket/block_43895,url_43895,57 GB
SHARD-b6497f55-fe00-40ca-b902-cff93c3b1b5f,s3://bucket/block_43896,url_43896,33 GB
SHARD-22df30e9-3654-45af-b226-2b9cafe11c34,s3://bucket/block_43897,url_43897,56 GB
SHARD-eb0d932d-a844-4694-8abc-d640b8070aa6,s3://bucket/block_43898,url_43898,63 GB
SHARD-540a12e1-e8e3-45ef-9ac2-1de04b7497f6,s3://bucket/block_43899,url_43899,69 GB
SHARD-5ed05865-a3cc-47d0-8f08-65da712d9e3c,s3://bucket/block_43900,url_43900,82 GB
SHARD-8c054728-75ed-4d51-9d9f-337226ce356d,s3://bucket/block_43901,url_43901,48 GB
SHARD-4cec941f-8ba5-4b45-99dc-b6dbc2a03f97,s3://bucket/block_43902,url_43902,61 GB
SHARD-567c0a53-23ee-4db3-ad62-73b30e57e143,s3://bucket/block_43903,url_43903,24 GB
SHARD-5e78d19a-2ffe-4d04-99ca-32e2461aec2c,s3://bucket/block_43904,url_43904,7 GB
SHARD-0dc49821-5925-4483-b05e-1eb69fc37946,s3://bucket/block_43905,url_43905,16 GB
SHARD-2f210e49-666b-44ea-9e5b-5c60972b37fc,s3://bucket/block_43906,url_43906,76 GB
SHARD-a3c0bcdb-268e-456b-97b7-faf1d61488df,s3://bucket/block_43907,url_43907,39 GB
SHARD-53725a5e-b1ed-4a0e-a81e-8469207feb32,s3://bucket/block_43908,url_43908,69 GB
SHARD-251d9615-dbab-4b65-97c6-5c64be2ee677,s3://bucket/block_43909,url_43909,21 GB
SHARD-4994d437-a9cb-467a-a288-dfa71ca0d8e9,s3://bucket/block_43910,url_43910,31 GB
SHARD-1f7ca571-abb4-4b48-8a6d-4a4e752630cd,s3://bucket/block_43911,url_43911,19 GB
SHARD-14f9e19d-41b1-4168-a321-c079101032af,s3://bucket/block_43912,url_43912,83 GB
SHARD-0f104e87-a49b-41e3-aefb-702daf3d5401,s3://bucket/block_43913,url_43913,69 GB
SHARD-f6d5910b-037a-417c-884d-b35ca1a0cd42,s3://bucket/block_43914,url_43914,4 GB
SHARD-d7894400-6ff4-4c8a-bf5e-543ae805aaa6,s3://bucket/block_43915,url_43915,18 GB
SHARD-a632aeae-8012-4d7b-8528-65375233a931,s3://bucket/block_43916,url_43916,83 GB
SHARD-891a19af-65d9-4342-9168-8fbdbdd9e445,s3://bucket/block_43917,url_43917,89 GB
SHARD-5829a179-9656-47f8-adf6-d13ab9e697cc,s3://bucket/block_43918,url_43918,17 GB
SHARD-249cdff0-ef8d-4e11-8e48-55dac3fbdbf4,s3://bucket/block_43919,url_43919,96 GB
SHARD-13cba1fe-4958-4e70-afc8-6a0795a8fd82,s3://bucket/block_43920,url_43920,36 GB
SHARD-81259c24-72ae-446e-a9fb-2a7e2896ecb1,s3://bucket/block_43921,url_43921,92 GB
SHARD-78aa314d-0f3f-4fce-9a71-6242f13dca3c,s3://bucket/block_43922,url_43922,26 GB
SHARD-19318d14-9259-4e06-9fb6-9777b0a331dc,s3://bucket/block_43923,url_43923,86 GB
SHARD-3097ea1c-df23-478e-944f-a8b5b93c7f28,s3://bucket/block_43924,url_43924,63 GB
SHARD-dde139f4-7687-4745-8a85-18bb8c3a5091,s3://bucket/block_43925,url_43925,74 GB
SHARD-f11ffe9a-66aa-4452-befd-0f26c1e30e16,s3://bucket/block_43926,url_43926,63 GB
SHARD-81ed8fa8-4840-4d6e-b08e-31e8a38902f5,s3://bucket/block_43927,url_43927,98 GB
SHARD-96f43845-87c1-4102-9634-bc14b03d10b4,s3://bucket/block_43928,url_43928,30 GB
SHARD-fa4ee889-8834-4c6c-9796-6d4320f8c141,s3://bucket/block_43929,url_43929,74 GB
SHARD-dac3a407-8280-4dd1-b703-24170a95edad,s3://bucket/block_43930,url_43930,52 GB
SHARD-74c6f40f-f3cb-4dca-813f-2d3017f1e265,s3://bucket/block_43931,url_43931,21 GB
SHARD-363f48e0-f119-4b32-b9db-ec000d99074e,s3://bucket/block_43932,url_43932,20 GB
SHARD-5e7839c3-34d7-4624-a2e8-3b1f1412d82a,s3://bucket/block_43933,url_43933,83 GB
SHARD-97d8af2b-7168-4741-833f-5dde2946cce5,s3://bucket/block_43934,url_43934,79 GB
SHARD-ee5dc1c1-de9a-43e0-b619-3a35c31069f0,s3://bucket/block_43935,url_43935,48 GB
SHARD-4033b488-4ceb-48c2-bdcf-f128d7975eba,s3://bucket/block_43936,url_43936,92 GB
SHARD-f145bb07-8fc9-4e10-ad1d-d7768b6198b2,s3://bucket/block_43937,url_43937,91 GB
SHARD-6ea3583d-b245-4f81-a276-76e352205c46,s3://bucket/block_43938,url_43938,27 GB
SHARD-34ce93a3-e704-436c-a9a4-18c51086552c,s3://bucket/block_43939,url_43939,80 GB
SHARD-6a9b01ac-1d2d-4ea5-a3e3-bc81cb108be4,s3://bucket/block_43940,url_43940,60 GB
SHARD-f06afce0-4f2c-43e6-9361-928b0fc83b6e,s3://bucket/block_43941,url_43941,15 GB
SHARD-0826a312-9ef1-4b5b-b100-0e371ef40497,s3://bucket/block_43942,url_43942,60 GB
SHARD-dcfff2c5-7407-45bc-9c14-f05a3cea9238,s3://bucket/block_43943,url_43943,46 GB
SHARD-9ff632e5-53b8-46b2-8ed3-6c45c5e660ab,s3://bucket/block_43944,url_43944,24 GB
SHARD-ea5e5908-6194-4753-a9bf-bb95be15cce4,s3://bucket/block_43945,url_43945,30 GB
SHARD-3b9f034e-6358-44f3-8a60-3bb8d216113e,s3://bucket/block_43946,url_43946,22 GB
SHARD-6f4a97f4-d1ac-4243-9371-aaabb645a024,s3://bucket/block_43947,url_43947,91 GB
SHARD-e2c376ad-a13e-4239-9e2c-3ed96b41c23f,s3://bucket/block_43948,url_43948,24 GB
SHARD-69f2f8dd-f82d-48a3-94d9-58f5ce49ece0,s3://bucket/block_43949,url_43949,93 GB
SHARD-b78de14e-0c01-49e9-b0c0-c9106af0f067,s3://bucket/block_43950,url_43950,18 GB
SHARD-8536c963-221e-4fd1-9afa-ae25471b7d1a,s3://bucket/block_43951,url_43951,22 GB
SHARD-fb35e145-095f-4990-a223-df649cb7fd57,s3://bucket/block_43952,url_43952,93 GB
SHARD-974d4bf7-de3c-400b-8037-e5f6c36a1305,s3://bucket/block_43953,url_43953,74 GB
SHARD-a006e209-390f-4762-a4ab-1aaf7596b1b8,s3://bucket/block_43954,url_43954,2 GB
SHARD-bb3401e9-7f64-4467-8d4b-b04729017231,s3://bucket/block_43955,url_43955,49 GB
SHARD-42d45170-f0c7-458a-b15e-1e23e3247efa,s3://bucket/block_43956,url_43956,9 GB
SHARD-1785c464-fc09-4560-ab69-0f0abfd220f8,s3://bucket/block_43957,url_43957,57 GB
SHARD-d9fccab4-841c-4b7c-9b38-50f6c34cc0fd,s3://bucket/block_43958,url_43958,57 GB
SHARD-7ee420c6-7490-4568-acc4-b5d13979ded5,s3://bucket/block_43959,url_43959,46 GB
SHARD-3baab479-a08f-4e61-83c6-617fdec90fe8,s3://bucket/block_43960,url_43960,85 GB
SHARD-ad33332d-b860-4afa-935c-684b6298b794,s3://bucket/block_43961,url_43961,54 GB
SHARD-cad617ac-f425-4496-b82c-6213424750a3,s3://bucket/block_43962,url_43962,94 GB
SHARD-93e166e3-dd69-4411-815f-acc444c5fe87,s3://bucket/block_43963,url_43963,51 GB
SHARD-541dfcab-e24b-4ae9-ba59-9ca67e09f2c7,s3://bucket/block_43964,url_43964,4 GB
SHARD-b3f9e6a7-670c-40e6-b82d-0e159a702bbc,s3://bucket/block_43965,url_43965,1 GB
SHARD-e818c238-e77e-4c49-adb8-d3296f83c163,s3://bucket/block_43966,url_43966,25 GB
SHARD-cc5c3147-6335-460c-97c0-6dc5b41408f7,s3://bucket/block_43967,url_43967,97 GB
SHARD-15755748-376a-4314-9a91-db09202455d1,s3://bucket/block_43968,url_43968,15 GB
SHARD-12379c7a-a3ab-4667-a8e9-7a8140cd6bd3,s3://bucket/block_43969,url_43969,91 GB
SHARD-068f3813-eb08-4c50-8847-ca9b60483655,s3://bucket/block_43970,url_43970,51 GB
SHARD-6dfc5082-0c8f-44bb-8bc9-76639857a419,s3://bucket/block_43971,url_43971,12 GB
SHARD-efc16759-b361-44b3-a98d-a9f95de1eee0,s3://bucket/block_43972,url_43972,88 GB
SHARD-9ebe3d40-fd2e-43ac-b0b4-73096d1cd725,s3://bucket/block_43973,url_43973,46 GB
SHARD-0aa7065e-05ca-4674-835e-e2eea0195df5,s3://bucket/block_43974,url_43974,48 GB
SHARD-3a5f21dc-1413-44c2-af70-a39b59b5f18c,s3://bucket/block_43975,url_43975,46 GB
SHARD-9f2add7b-f00a-4d42-9ec7-ac69d4f92390,s3://bucket/block_43976,url_43976,75 GB
SHARD-121dfb9e-6665-422c-983d-2dd8b89086e7,s3://bucket/block_43977,url_43977,95 GB
SHARD-fb006113-e841-4936-ab8c-32544b96f0db,s3://bucket/block_43978,url_43978,17 GB
SHARD-a71e7a38-6426-45ba-976e-3ba35d6e6af8,s3://bucket/block_43979,url_43979,30 GB
SHARD-3448d26a-718f-44ac-9c86-a26b2cf69737,s3://bucket/block_43980,url_43980,76 GB
SHARD-272f7632-fce7-4493-bba3-2150b7840994,s3://bucket/block_43981,url_43981,98 GB
SHARD-fe25b741-3d26-4f39-a578-24a70fdbee1f,s3://bucket/block_43982,url_43982,91 GB
SHARD-b2a07c5b-e695-425b-a127-b06d88f74425,s3://bucket/block_43983,url_43983,72 GB
SHARD-9d7dbc4f-d700-495b-9f0b-dfbc219fc5d9,s3://bucket/block_43984,url_43984,44 GB
SHARD-e9864aeb-263d-42fe-b8c6-47df7296aab1,s3://bucket/block_43985,url_43985,49 GB
SHARD-40724f13-52df-4d94-bde6-6d35f8433725,s3://bucket/block_43986,url_43986,35 GB
SHARD-b068de89-e4f7-4b3b-8cf2-5db1e52397cf,s3://bucket/block_43987,url_43987,72 GB
SHARD-a11bbb51-eedc-4b64-8997-cbc96895033a,s3://bucket/block_43988,url_43988,31 GB
SHARD-5a3a8f2d-ef87-493b-8197-07c52471d457,s3://bucket/block_43989,url_43989,57 GB
SHARD-f8e25c61-1da6-44a0-8a11-190a858585c4,s3://bucket/block_43990,url_43990,51 GB
SHARD-b2eb2fea-5548-4d4c-8c7e-1216ff91bd46,s3://bucket/block_43991,url_43991,35 GB
SHARD-ca4e73da-fa57-4229-8427-db0b08bf0907,s3://bucket/block_43992,url_43992,64 GB
SHARD-da7b02fb-6a13-476d-9025-6e5d857ea967,s3://bucket/block_43993,url_43993,29 GB
SHARD-55234297-bc32-4254-a32c-315927522cc3,s3://bucket/block_43994,url_43994,6 GB
SHARD-011f00c1-d70e-4936-a2ea-8c650105648f,s3://bucket/block_43995,url_43995,55 GB
SHARD-d51e3d93-eac6-4fa3-b672-2f011a696fa2,s3://bucket/block_43996,url_43996,13 GB
SHARD-6cbb895f-eac3-473d-a6e2-ebd8cd41c4fa,s3://bucket/block_43997,url_43997,29 GB
SHARD-060cceea-6ab4-4284-acee-327ac89db466,s3://bucket/block_43998,url_43998,79 GB
SHARD-52a9c6ec-1683-4744-b37f-099a24816601,s3://bucket/block_43999,url_43999,92 GB
SHARD-59648082-bf5a-4c65-8927-262ae6e16677,s3://bucket/block_44000,url_44000,75 GB
